hodrihwatgaha:ˀ,"he is a supervisor, overseer"
hodrihwatgihdǫh,he is talking dirty
hodrihǫ:t,he is a faithkeeper; agent
hodrę:no:t,he is singing
hodę:nyo:,he has killed someone
hodędǫnyaˀdahsgǫ:,"he is a joker, or happy-go-lucky; he is obnoxious"
hodędǫnyaˀtaˀ,it's making fun of him; something turned on him
hodęihǫdǫnyǫˀ,his appointed responsibilities; his assigned duties
hodǫgohdǫh,he has gone past
hodǫgohdǫhǫgyeˀ,he is going along passing
hodǫgweˀdagǫnyǫhs,he is choosy about who he associates with; he discriminates
hogaę:s,he is willing
hogaˀdaswahs,he smells (i.e. sniffs) pants (said of pubescent teenagers)
hogeˀa:ˀ,his hair
hogeˀaji:,he has dark hair
hogeˀe:s,he has long hair
hogyanaˀǫh,"he is possessed, addicted (with gambling, women, etc.)"
hogyanˀǫdrǫh,he is dreaming
hogyaot,he has put up a tent
hogyǫˀse: tsǫ:,he is a live-in; (literally: he's just visiting or living with her)
hogǫhsatgiˀ,he has a dirty face
hoh,what the...?!
hohahahsęhęgyeˀ,he is counselling
hohaˀdi:yo:,"he is a good singer, he has a good voice"
hohdęgyˀadǫh,he is an owner
hohgahę:,he is jealous
hohjiˀaˀ,his older sister
hohnaˀtsade:gęh,he has got burnt buns
hohneganyohs,he has a hangover
hohnyaˀsgaohs,"he is hiccupping, hiccoughing"
hoho:,"exclamation, said in anticipation of something bad or good (i.e. someone's about to win at bingo, or have a fight)"
hohsdę:ˀęh,he is old; he is an old man
hohseˀ,he is riding a horse
hohsgenhaˀseh,he is greedy
hohsgwa:ǫt oˀwahǫh,beef
hohsgyaǫ:gyeˀ,he is going along walking quickly
hohsgyęˀwatę:,he is skinny
hohsgyǫˀwatę:,he is skinny
hohshę:,he is slow-moving
hohsi:sęh,he has been shot
hohsiˀdanǫhwa:s,he has a sore foot
hohsiˀdatgiˀ,he has dirty feet
hohso:tsęˀ,he has a grandparent
hohsohdatgiˀ,he has dirty hands
hohsoˀkaˀ,he is limping
hohsweˀnagehdeh gaya:ˀ,his knapsack
hohswęˀnageh,on his upper back
hohswęˀnageh hoya:gehdeh,his knapsack
hohsę:ˀ,he is fat
hohwaˀe:,he is tapping
hohwihsdagaˀdeˀ,he has lots of money
hoiho:gaˀt,he speaks sharp words
hoihoˀdeˀ,he is working
hoihoˀdęhsri:yo:,he has a good job
hoihwado:gę:,he is a reliable person
hoihwagęnyaˀt,he is an instigator
hoihwakahshǫgweh,he has divided into parts or duties
hoihwi:s,he has a long speech
hojaohoˀgwanǫhwa:s,he has a sore ankle
hoji:yoˀ,he is crippled
hojinˀadǫ:,he is a handsome man
hojobtri:yo:,he has a good job
hokseˀdaihah,he is a young tender belly (i.e. 9 - Thirteen-ish and not really tough)
hokyędahkwahsdihsdǫh,a chairman; (literally: he looks after the chair)
hona:gyoh,their (male) in-laws
hona:tsih,his friend; they (male) are friends
honadagaideˀ,they (male) are healthy
honadahsehdǫhǫgyeˀs,they (male) are sneaking around
honadaoˀshǫˀ,they (male) are friends
honadegwahtgehǫˀ,they (male) are auctioning off the food
honadenhohatgaha:ˀ,they (male) are the Keepers of the Door (referring to the Mohawks)
honadeshe:datgehǫˀ,they (male) are selling tickets
honadrihwahsdi:hsdǫh,"board, bureau, office, department, foundation, institute, etc."
honadrihǫ:dǫˀ,they (male) are agents
honadrihǫ:t,they (male) are faithkeepers
honadrę:no:t,they (male) are singing
honadręnaę:ˀ,they (male) (Christians) are praying
honadręno:dak,males did sing
honadręnodagyeˀ,they (male) are singing a song as they travel
honadręnǫ:ni:ˀ,"they (male) made, composed a song"
honadęˀnigǫha:ˀ,"they (male) are protecting, watching"
honaganiyǫ:dǫh,he has hung horns
honahdęgyaˀdǫh,"business, industry"
honahdęgyaˀdǫh gęgyohgwaęˀ,business association
honahgwaˀehagyeˀ,he is beating the drum as he moves along
honahsgwagaˀdeˀ,he has many pets
honahsgwaę:dǫˀ,"he has animals, pets"
honahsgwaę:ˀ,he has a pet
honahsgwaę:ˀ da:gu:s,he has a pet cat
honahsgwaę:ˀ so:wa:s,he has a pet dog
honahsiˀdanǫhwa:s,they (male) have a sore foot
honatgaha:ˀ,they (male) are watching
honatgehǫˀ,they (male) are selling something
honatkwęhęgyeˀs,spies (literally: they (male) are shadowing around)
honatowinyǫˀse:,they (male) have a cold
honatwihsdatgaha:ˀ,they (male) are auditors
honaˀga:ˀ,his horns
honaˀga:ˀ eha:ˀ,clan mother (literally: she holds his horns
honhǫdagyeˀ,he has it in his mouth as he moves
hono:ha:ah,his aunt on maternal side
hono:haˀ,his mother
hono:haˀtsęˀ,he has a mother
honodrahsdǫh,they (male) are going along sprinkling; they (male) have sprinkled
honodrę:not,they (male) are making a presentation
honowagwaǫt,he has a humped back
honrahdaˀgǫh,he is eating lettuce
honya:kdreˀ,he is getting married
honę:tsaˀ,"his arm (i.e. said when holding up Ken, the Barbie doll's arm)"
honęniˀje:,they (male) are doing the War Dance
honǫdanhęh,he is guilty
honǫhdǫˀ,he knows
honǫhgę:t,he is fair haired
honǫhnyagǫh,he is hurt
honǫhraˀtęˀ,he has grey hair
honǫhwęjahsdahnǫˀ,"map makers, geographers"
honǫhwęjatgaha:ˀ,conservation
honǫhwęjaę:dǫˀ,"land owners, land titles"
honǫhwęjaˀshǫˀ,land titles
honǫhǫ:t,he has something in his mouth
honǫniha:gyeˀs,"they (male) are making, earning it (continually)"
honǫˀa:dę:s,he's thick-headed
hotahgǫhne:ˀ,he used to talk about it
hotahyǫ:ni:,he is of the wolf clan
hotahyǫni:go:wah,Big Wolf Clan (chief holding title)
hotehtgędǫ:ni:,he is in a funny or odd mood; he is moody
hotgahnyeˀ,he is playing
hotgiˀ yǫhdeh,dirty old thing
hotgǫˀ,he is a warlock
hotgǫˀǫh,exclamation; said when something is out of the ordinary.
hotiyaˀhsgǫ:,he's testy; he has a short fuse
hotowinyǫˀse:,he has a cold
hotsahniht,"he is a good worker, tireless, active, industrious,etc."
hotsenęhshǫˀ,his many pets (a variety)
hotsinadǫˀ,a one-night stand; (literally: he's got his leg buried someplace)
hotsę:nǫ:ni:,he is happy
hotwajiyǫ:gyǫ:,he has abandoned the family; he threw his family aside
hotwaˀehsdǫh,"he is a boarder, homeless"
hotǫ:deˀ,he hears
howagrahdanǫhwa:s,he has a sore heel
howanˀosęh,his uncle
howayęnheˀsgǫ:,"he is a fast learner, a quick study"
howę:sęhdǫh,he is keeping a beat with his feet
howęgęhę:ˀ,it used to be his
howęhne:ˀ,it used to be his
hoya:gehdeh,his knapsack
hoya:nedaˀ,the chief’s clan mother
hoya:neh,a chief; Confederacy Chief
hoya:neh hahshęnowa:neh,Chiefs
hoyano:tgę:,"he is a slow runner, walker, he has a slow gait"
hoyaˀda:dani:,"he is reliable, dependable"
hoyaˀdadeht,"he is agile, fleet of foot, nimble, quick-moving"
hoyaˀdahsdeˀ,he is heavy
hoyaˀdatgiˀ,"he is dirty, has dirty ways"
hoyenawaˀsgǫ:,he is a willing helper
hoyętwagwęh,he harvested it
hoyętwahsǫˀ,he has planted several things
hoyętwaˀǫh,he has planted already
hoyętwęh,he planted
hoyǫ:dih,he is smiling
hoyǫgyęni:,"he is a smiler, a giggler"
hoyǫgyǫhne:ˀ,he has already smiled; he did smile
hoˀ dęˀ,what
hoˀdaihaˀseh,he is too hot
hoˀdaihęhdro:t,he is sweating
hoˀdeh,he is horny
hoˀdrehdagęhę:ˀ,it was his car
hoˀdrehdase:,his new car
hoˀgwa:s,he is digging or uncovering
hoˀka:swahs,he smells (i.e. sniffs) skirts (said of pubescent teenagers)
hoˀnigǫhaędaˀs,he understands
hoˀnihshęˀ,he has a father
hwaˀ,next; having to do with time
hwihs,five
hwihs naˀdewˀęnya:wˀe:,five hundred
hwihs nigahwihsda:ge:,five dollars
hwihs niwahshę:,fifty
hwihs niwahshę: ahsęh,fifty-three
hwihs niwahshę: degrǫˀ,fifty-eight
hwihs niwahshę: dekni:,fifty-two
hwihs niwahshę: gei:,fifty-four
hwihs niwahshę: gyohdǫ:,fifty-nine
hwihs niwahshę: hwihs,fifty-five
hwihs niwahshę: hyeiˀ,fifty-six
hwihs niwahshę: ja:dahk,fifty-seven
hwihs niwahshę: sga:t,fifty-one
hwihs niyogwęniˀdage:,"five cents, five pennies"
hwihs skaeˀ,fifteen
hwihsdanaˀgo:ˀ,"big spender, spendthrift"
hwihsgwęnihs,a nickel
hwihshǫˀ,five-ish (around five o'clock)
hwihskaeˀgwęnihs,fifteen cents
hwihsǫ:t,Milk snake
hwihsǫ:ˀǫh,five-ish (around 5 o'clock)
hwę:dǫh,"ever, when"
hwędǫh gwaˀ,sometime
hya:ˀ,refers to a period of time
hyaikhnehgeh,berry-ripening time
hyeiˀ,six
hyeiˀ naˀdewˀęnya:wˀe:,six hundred
hyeiˀ nigahsiǫˀtrage:,seventy-five cents
hyeiˀ niwahshę:,sixty
hyeiˀ niwahshę: ahsęh,sixty-three
hyeiˀ niwahshę: degrǫˀ,sixty-eight
hyeiˀ niwahshę: dekni:,sixty-two
hyeiˀ niwahshę: gei:,sixty-four
hyeiˀ niwahshę: gyohdǫ:,sixty-nine
hyeiˀ niwahshę: hwihs,sixty-five
hyeiˀ niwahshę: hyeiˀ,sixty-six
hyeiˀ niwahshę: ja:dahk,sixty-seven
hyeiˀ niwahshę: sga:t,sixty-one
hyeiˀ niwęnihsgaǫ:t,it has six wheels
hyeiˀ niwęnihsgaǫ:t gadrehdaˀ,stake truck
hyeiˀ niwęˀnihsgaǫ:t hado:nyeˀs,truck driver
hyeiˀ skaeˀ,sixteen
hę: gyeh,it does not matter or does not make any difference
hę:geˀ,I will go
hę:goh,"I will put (dip) it in, submerge it"
hę:gyeh,it doesn't matter; it doesn't make any difference
hę:gyeˀ,never mind!
hę:sadwęnǫ:diˀ,you will throw your voice (as a ventriloquist)
hędwa:yǫˀ,we all (inclusive) will go in together
hędwaihwadihę:toˀ,we all (inclusive) will pull forth the words or ideas; (said by a speaker during a ceremony)
hędwaihwagyęhę:toˀ,we all (inclusive) will pull forth the words or ideas; (said by a speaker during a ceremony)
hędwaihwakyę:toˀ,we all (inclusive) will participate in 
hęgadahnyo:ˀ,I will fish over there
hęgadaˀgyeˀ,it will continue on
hęgiˀdrǫ:daˀk,where I will live (over there)
hęgǫ:nęht,I will swallow
hęgǫyadę:nyeht,I will refer you (to someone else)
hęhadrohe:s,they (male) gather over there
hęhaihwęhę:ˀ,he will take the message
hęhe:yǫhs,he is dying
hęhsa:do:wih,you will drive over there!
hęja:gǫnęht,they (female or mixed group) will swallow again
hęjehe:ˀ,it will be her birthday; (literally: she will come to her birth time)
hęjehehs,it will be her birthday
hęjidwaihwagyęhętoˀ,we all (inclusive) will bring the idea back again
hęjihsasha:ˀ,you will remember back in time
hęjohęˀ,the day after tomorrow
hęnadahnyoh,they (male) are fishing over there
hęnadawęhs,they (male) are swimming
hęnadedrehdęhtaˀ,they (male) are tobogganing
hęnadewayęhstaˀ,they (male) are learning by reading
hęnado:wa:s,they (male) are hunting
hęnadrihoˀda:s,they (male) work; they are workers
hęnadrihsdaęhęˀ,they (male) are trappers
hęnadrihwahni:nǫh,"they sell the ideas, ways (get recorded for money)"
hęnadręno:taˀ,"male singers; a band, musical group"
hęnadǫgweˀdahshe:dahs,a census; (literally: they (male) count people)
hęnadǫhnaˀdreˀ,they (male) are installing Chiefs; Installing Chiefs Ceremony
hęnadǫwihsręhtaˀ,they are accompanying adlfwaj (hej hej hej)
hęnagyehęˀ,they (male) do it
hęnagyędahkwaˀ,their (male) chair
hęnahdogahtaˀgeh,greenhouse; (literally: where they (male) grow things)
hęnahga:gwaihshǫhs,they (male) are straightening out the splint
hęnahgage:dahs,they (male) are scraping the splints
hęnahgaǫni:,they (male) are making splints
hęnahshedadahgwahs,bingo; (literally: they (male) are drawing numbers)
hęnahsiˀda:grahs,they (male) all have stinky feet
hęnatahineˀ,they (male) are walking
hęnatgǫdrahkwaˀ,body pads (body protectors)
hęnatnajohgwaniyǫdahkwaˀ,jock strap
hęnatwihsdanǫh hadikdǫhaˀ,auditors
hęnaǫˀda:tkwaˀ wadręnotaˀ,a flute; (literally: they (male) use it for blowing)
hęnaˀswahtaˀ,they (male) are firemen
hęnaˀswahtaˀgeh,firehall
hęnodrahstaˀ,they (male) sprinkle on
hęnęˀhotroiˀa:s,they (male) play basketball
hęnęˀnhohtraˀehs,they (male) hit balls
hęnǫda:staˀ,they (male) put it in there all the time
hęnǫgwehneh,"men use it, just for men; men's washroom"
hęnǫhwęjahsgenhahs,land claims; (literally: they (male) fight for the land)
hęsadagwaihsaht,you will go straight
hęsadrihwa:nyeht,you will send a message
hęsagyadoiya:k,you will pounce on it!
hęsagyˀadǫ:diˀ,you will pounce on it!
hęsahdǫ:ˀ ęhsaˀnigǫhahdǫˀ,you will lose consciousness
hęsatsohih,you (singular) bite!
hęsaǫˀda:t,you will blow
hęseˀsǫˀ,"go on ahead, take the lead!"
hęsgahyagoˀ,when I will pick again
hęsge:ˀ,I am going back there
hęsgehta:k,I will go again and again and again 
hęshehawihdahk,"you will escort her, take her with you"
hęsheyahsǫ:ˀ,you will call someone's name (over there)
hęso:goht,"you will exaggerate, go above and beyond"
hęsoˀkdęˀ,you will finish something
hęswadrihwanyeht,you all will send a message
hęsyahnǫ:ˀ,"you will grope, touch, pick at"
hęsye:ˀ,you will touch it; you will put it there
hętręˀ,put it back in its place
hętsahsǫdręˀ,"you will resume, add on"
hętsahtgahtoˀ,you will look back
hętsyę:ˀ,you will put it back in its place
hętyehs,you will add
hęwaˀsęˀ,it will fall in
hęya:gwa:yǫˀ,we all (exclusive) will go in together
hęyagwadahnyo:ˀ,we all (exclusive) will fish there
hęˀ,"refers to also, too; does not occur alone"
hęˀ hne:ˀ,"too, also, and"
hęˀ ni:ˀ,me too
hęˀęh,no; (more slang-like expression)
hǫ,there; does not occur alone
hǫ:,to be somewhere
hǫ:ga:k,goose
hǫ:gweh,a man
hǫ:niˀ,referring to a reason why; does not occur alone
hǫ:weh,to be somewhere
hǫgeˀ nhǫ:gyeˀ,while I am going there
hǫgweh,"boy, man"
hǫgweˀdase:ˀ,he is a young man
hǫgweˀdi:yo:,"he is a charming, polite, nice person"
hǫhji,stove
hǫhsagoha:ˀ,it took her (death)
hǫhsaihe:ˀ,she came to her birth time again; whose birthdate was it again?
hǫnˀadaˀ,potato
hǫnˀadaˀ eyahkwaˀ gaˀahdraˀ,potato basket
hǫsa:kne:ˀ,we two (inclusive) went back
hǫsaha:yǫˀ,he went back inside; he arrived back there
hǫsaˀhǫwadiyaˀdinyǫ:t,"they re-elected him, them (male)"
hǫtsanǫhwa:s,he has a sore knee
hǫwa:no:ˀ,her step-son
hǫwadi:hwagwenyˀaseh,he is a negotiator (with them (male))
hǫwadigwa:go:wah,their king
hǫwadihnegodrahs,"baptism; to christen; (literally: they sprinkle him, them)"
hǫwadihnyaˀdragǫh,they have already hanged him (and his neck broke)
hǫwadihnyaˀdręhs,"they hang him, them (male) all the time"
hǫwadihsre:gyeˀ,they are following him along
hǫwadihsrehsrǫh,they are chasing him around
hǫwadihsreˀs,they follow him around all the time
hǫwadihwihsdawihs,"a subsidy; a grant; (literally: they give him, them (male) money)"
hǫwadihǫdayędahkwaˀ,Cat O' Nine Tails
hǫwadiwęnǫgohtaˀ hadiwęnodagyeˀs,Thunder Ceremony
hǫwadiwęnǫgohtaˀ hadiwęnodagyeˀs wasa:seh,War Dance (goes with Thunder Ceremony)
hǫwadiyaˀda:ˀs,"they rely on him, them (male)"
hǫwadiyaˀdahe:neh,they operate on him
hǫwadiyenawaˀseh,services; lit.: they help them
hǫwadiˀshahsdęhsrawi:,ministry
hǫwadˀihsgohs,baptism; (literally: someone baptizes them)
hǫwagę:ˀęh,his younger brother
hǫwahjiˀah,his older brother
hǫwahnǫdra:gyeˀ,someone is following him along
hǫwahnǫdra:gyeˀs,someone is following him wherever he goes
hǫwahnǫdreˀ,someone is following him
hǫwahsi:sahs,he is always getting shot by someone
hǫwahsi:sęh,he got shot by someone
hǫwaihwawaˀseˀ,a bailiff; (literally: he is a judge's aide)
hǫwanˀosęh,"his uncle, her uncle"
hǫwatnigodrahǫh,they (male) have been baptized
hǫwaˀkaowe:s,he is hen-pecked
hǫwaˀnih,his father
hǫwęyaˀdiˀdrehsrǫh,someone is going along dragging him
hǫˀgehnyǫ:diˀ,I threw a stick
i:drah,spread it on something!
i:ga:t,it is standing
i:ga:ˀ,it contains
i:ge:s,I eat
i:ge:t,I am standing
i:geˀ,"I am walking, moving"
i:geˀs,I am here
i:gye:t,she is standing over there
i:hs agǫyahsha:ˀ,I thought of you
i:jeh,wake up!
i:noˀ heˀga:gęh,telescope
i:nǫh,far
i:s,you
i:s tsǫ:,only you; you’ll do.
i:se:k,eat it
i:soˀ,"much, many, lots"
i:soˀ gahya:s ohyaˀ,I eat a lot of fruit
i:wa:kˀah,nearby
i:wa:s,it eats
i:wa:t,it is contained; it (inanimate) is in there; solid matter
i:we: ęsę:daˀ,it seems you want to sleep
i:wi:,"I want, I hope"
i:wi: a:gagyaˀdohai:,I wish to take a bath
i:wi: agatgǫhsohai:,I want to wash my face
i:wi: ęgęhsiˀdohai:,I want to wash my feet
i:ye:s,she eats; what people eat
i:ye:t,she is standing here
i:yoˀ,"it is in the water, submerged in liquid"
i:yę:,she wants
i:yǫ:s,it is long
i:ˀ,me I; we; us
i:ˀ gaji:na:ˀ,the sound a rooster makes in Cayuga
i:ˀ hya:ˀ,me first
i:ˀgeh,as for me
ige:hah,"I am boastful, gloating"
igyehs,I wake up (all the time)
ihe:,he wants
ihe:hah,he thinks highly of himself; his thoughts
iję:,you put it down; leave it alone!
ikda:s,I am stringing it or draping it
ise:,you want
ise:hah,you gloat
ise:t,you are standing
isehs,use it!
isgeˀs,I have returned home
isne:,you two want
isnę:,you two have said
isra:s,you spread it on all the time
iswa:t,you all are standing
isę:,you have said it
ita:t,he is standing over there
itgyǫhs,I come in (from the same place) all the time
itręh,you place it!
iwa:kˀah,it is near
iˀgeh,as for me; on my side
iˀgeh gwadih,on my side; referring to a matrilineage
ja:dahk,seven
ja:dahk naˀdewˀęnya:wˀe:,seven hundred
ja:dahk niwahshę:,seventy
ja:dahk niwahshę: ahsęh,seventy-three
ja:dahk niwahshę: degrǫˀ,seventy-eight
ja:dahk niwahshę: dekni:,seventy-two
ja:dahk niwahshę: gei:,seventy-four
ja:dahk niwahshę: gyohdǫ:,seventy-nine
ja:dahk niwahshę: hwihs,seventy-five
ja:dahk niwahshę: hyeiˀ,seventy-six
ja:dahk niwahshę: ja:dahk,seventy-seven
ja:dahk niwahshę: sga:t,seventy-one
ja:dahk skaeˀ,seventeen
jadagaideˀ,you two are healthy
jade:kǫ:nih,you two eat
jagawe:nih,Hoop and Javelin Game
jago:kǫ:ni:,she is cooking again
jago:wi:ya:t,she has a baby inside her
jagwahdihs,blood suckers
jagyę:,you two sit down
jahsiˀdanǫhwa:s,you two have a sore foot
jahsiˀdatgiˀ,you two have dirty feet
jatahineˀ,you two are walking
jatowinyǫˀse:,you two have a cold
je:na:,"grip, hold it, catch it!"
jeyaˀda:t,one person (female)
jeyaˀda:t agǫgwˀeda:se:,one young woman
jidwahshe:t,let us all (inclusive) count again
jidę:ˀęh,bird
jidęˀshǫ:ˀǫh,birds
jigahęh,the Little People; elves; fairies; elf; fairy
jigupshǫ:ˀǫh,cups (slang for tea-cups)
jigǫhse:s,pike
jih,refers to a measure of amount or time; does not occur alone
jih trehs,too much
jihnyˀogęˀ,chipmunk (this word refers to the stripe on the chipmunk's back)
jihsda:,grasshopper
jihsdę:,firefly
jihsgogoˀ,robin
jihsgogoˀgeha:ˀ,Robin Dance
jihsgę:,a ghost
jihsǫ:dahk,strawberry
jihsǫ:dahk gayę:twęh,strawberry field
jikjiye:ˀ,chickadee
jinhǫhgwahęh,ants
jino:wę:,mouse
jinowęgo:wah,rat
jinǫhsanǫh,cricket
jinǫhyahae:,garter snake
jiˀao:yę:,spider
jiˀdana:wę:,butterfly (literally: something is wet; referring to the transformation)
jiˀdrǫ:wę:,sea shell
jiˀdę:ˀęh gęnadrohe:s,flock of birds
jiˀnhǫwę:se:,hummingbird
jiˀnǫhdo:yaˀ,bed bug
jiˀo:,a crab
jodeˀdrǫ:ˀ,otter
jodrę:no:t,it is singing again
jogahdra:t,one tear drop
jogrihs,blackbird
johaha:dih,the other side of the road
johaha:t,one road
johsiˀda:t,one foot
johsiˀdatsǫ ,one foot apart
johsra:tshǫˀ,yearly
johwęˀsdagaˀ,seagull
johǫ:da:t,one whip (uncommon)
johǫnˀada:t,one potato 
joihwa:t,one written sentence
jonaˀnohsdǫh,it is chilly
joni:tsgrǫ:t,squirrel
josaheˀda:t,one bean
joto:weˀ,it is cold again
jowihsda:t,one slice
jowęhyohga:t,one inch
jowęhę:t,one flower
joyęhsra:t,one blanket 
joyęhsratsǫˀ,one blanket at a time
joˀnhǫhsa:t,one egg
joˀę:na:t,one yard
ję:na:,"you (singular) catch! (an animal, etc.)"
jęni:hę: to:gyęh,you two quit that!
jǫ:nyǫ:ˀ,bluebird
jǫhǫgataˀ,hearing aid (literally: to hear gain)
jǫkihędǫˀse:ˀ,she has gone on before us
jǫnǫhdǫnyǫh,healthy; well being again
jǫtsanǫhwa:s,you two have a sore knee
jǫtsaˀgeh,on your (plural) knee
jǫˀdae:ya:ˀ,raspberries
jǫˀdagaˀ,mink
ka:wiˀ,I am carrying something
kada:tęhs,I am thirsty
kdagǫˀ,"grey squirrel, black squirrel"
kdakse:ˀ,I was running
kdakseˀ,I am running
kedęǫhs,I feel compassion for her
kegęhjih,my wife
keha:wahk,my daughter
kehawa:kˀah,my niece (maternal)
kehjiˀ,my older sister (pet name for your relative)
kehjiˀah,my older sister
kehse:yǫh,daughter-in-law
kehso:t,grandmother (term of address; term of respect for an old person)
kehswahęhs,I hate her
kenhaˀs,I hire her
kenhaˀǫh,I have hired her
kenǫhksǫˀ,my relatives
kenǫhkwaˀ,I love her
kenǫhweˀs,I like her
keya:dreˀ,my granddaughter
keyahsgane:s,I desire her
keyaˀdawęh,my brother's kids
keyaˀdaˀs,I rely on her
keˀgę:ˀęh,my younger sister
knidręnowa:nęh,"we two (inclusive) have a big smell, odour, scent"
knigowanęh,we two (inclusive) are big
knigǫ:ha:ˀ,"I am expecting, watching"
knigǫ:haˀk,I was waiting
knihnę:ye:s,we two (inclusive) are tall
knikdǫhnah,let's go look
kninoˀjo:t,we two (inclusive) have teeth
kninę:tso:t,we two (inclusive) have an arm
kniˀnhǫhdagrahs,"we two (inclusive), our armpits smell "
kno:ha:ˀah,my aunt (maternal); term of address
kno:haˀ,my mother; term of address
knohaˀgęhę:ˀ,my mother who is deceased; my former mother
knoˀjo:t,I have teeth
knoˀsęh,my uncle (term of address)
knoˀsęˀ,my uncle
knę:ye:s,I am tall
knęhgwih,I carry it all the time
knęhgwihs,I carry it all the time
knęhsgwahs,I am a thief
knętsaˀgeh,on my arm
knętse:s,my arm is long
knętso:t,I have an arm
knǫ:wa:s,I crave something
knǫhweˀs,"I like, admire it"
knˀojaˀgeh,on my teeth
kre:haˀ,I am setting (it on something)
kre:nahs,I cut it all the time
krehnęhę:wiˀ,"I am carrying a bundle, load"
kręˀda:s,I always burn something
kso:t,grandmother (term of address; term of respect for an old person)
kyohsaˀgeh,on my elbow
naganyaˀgǫˀ,beaver
nahawayęnanheˀ,his finished creation; something natural; (literally: what he has laid out) 
naht,who
nawahtgeh,translation unclear
nawęˀdaweht deyohsait,sweet peppers
nawęˀdaweht onęhęˀse:,sweet corn
nawęˀdawehtshǫ:ˀǫh,dessert; (literally: sweet things)
nawęˀdaˀ,sugar
naǫsaǫgwayęhęk,what we all should be doing or how we all should conduct ourselves
naˀdegahsinagwa:sˀah,shorts
naˀdegahsinagwa:sˀah atnaˀtsotraˀ,shorts
naˀdegaǫdreˀ,how far apart they (female or mixed group) are
naˀdegęna:dreˀ,how far apart they (animal) are
naˀdewˀęnya:wˀe:,hundred
naˀdę:tge:ˀ,"I will come back over here, return"
naˀdǫ:da:geˀ,I should come this way
naˀdǫ:daheˀ,he would come this way
naˀga:tgwe:niˀ,the best I could do
naˀgę:ˀ shęh ganǫhso:t,behind the house
naˀǫjǫdoˀdęˀ,type of fish
ne:ˀ,that is; it is
ne:ˀ giˀ shęh,probably
ne:ˀ giˀ shęh hwaˀ,maybe that
ne:ˀ gwahs dwakyędahgowanęh,it is the biggest chair
ne:ˀ gwahs hwaˀ,it's that one for sure
ne:ˀ gyę:ˀ,it is
ne:ˀ gyęˀ neˀ,it is that
ne:ˀ hne:ˀ,in fact
ne:ˀ hne:ˀ ne:ˀ,and that also is
ne:ˀ hniˀ,"too, also, and"
ne:ˀ hniˀ ne:ˀ,and that also
ne:ˀ hwaˀ,next; this (coming) time
ne:ˀ hęˀ hne:ˀ,"too, also, and; it also is"
ne:ˀ hǫ:niˀ,that is the reason why; that is why
ne:ˀ neˀ,it is
ne:ˀ toh,it is that
ne:ˀ tsǫ:,that is only; that is all
ne:ˀahsǫh,"still, yet"
ne:ˀdiˀneˀ,so it is
ne:ˀgiˀhne:ˀ,and just
ne:ˀhniˀneˀ,and
ne:ˀtohne:ˀ,and then
ne:ˀtsǫ:,it is only thing; that is all (check gloss)
newadrahwisdage:,slices (of something)
neˀ,that; the
neˀ aǫhę:ˀęh,"all alone, the most"
neˀ giˀ gyę:ˀ,that's the one; that's it; that's what
neˀ giˀ hnih,and that too; also
neˀ giˀ ę:ˀ,that is the one (emphatic)
neˀ gwaˀ toh,and also
neˀ gyaǫhę:ˀęh,the greatest
neˀ gęˀ naˀgeˀ,that is what
neˀ ho:nę:,"predictors, messengers (literally: what they (male) said); proverb, prediction, saying, prophesy"
neˀ hwaˀ hejonǫhsǫ:t,the room after the next room
neˀ o:nęh,it is now
neˀ seˀǫ:ˀ,you willed it (phrase in Ganlhlnylhk)
neˀ to: gyę:ˀ,be it so
neˀ to: gyęˀ nhǫ:weh,it is where
neˀ to: ne:ˀ,that’s the one
neˀ toh ni:yǫ:,that many
neˀ ǫ:weh,that really
nhǫ:,to be somewhere
nhǫ:weh,to be somewhere
ni:ga:ˀ,how much (liquid) is contained in
ni:yoht,"what it is like (preceded by a word such as dęˀ, neˀ)"
ni:yǫ:,amount of things
ni:ˀ,me I; we; us
nidwahnę:ya:ˀkah,we all (inclusive) are short
nidwawęnoˀdę:,our language
niga:dę:s,how thick it is
niga:gu:sˀuh,they (female or mixed group) are small
niga:gǫ:,three or more people; how many of them (female or mixed group)
niga:nǫ:ˀ,how much it costs
niga:yęˀ,"where it is at, where it is placed"
nigadihnę:ya:ˀkah,they (animal) are short
nigaehnę:ya:ˀkah,they (female or mixed group) are short
nigagǫˀtra:ge:,that many pounds
nigaha:ˀ,how much it holds
nigahawiˀ,a period of time
nigahnę:ya:ˀkah,it is short
nigahsgwao:ˀsuh,small gravel
nigahsgwaǫgyǫ:,gravel somewhere
nigahsiǫˀtrage:,a number of bits (money)
nigahwihsda:ge:,an amount of money
nigahę:hah,it is thin (i.e. material)
nigahę:hęh,it is thin (i.e. material)
nigahę:hęh gˀadroda:ˀ,cloth diapers
nigahęnaˀtru:ˀuh deyǫtenaˀtraˀkdǫ: ewęnohgriˀyaktaˀ,sickle
nigahǫhsra:ge:,amount of boxes
nigaihoˀdęhsri:s,a length of time working
nigajihyu:ˀuh,small hammer
niganadu:ˀuh,"village, small town"
niganaˀja:ge:,amount of pails
niganaˀju:ˀuh,Cayuga (literally: small pail)
niganǫhsa:ˀah,small house
nigatseˀda:ge:,several bottles
nigawęna:ge:,as many words
nigawęno:dęˀ,language
nigawęnoˀdęs,language words
nigaya:ge:,amount of bags
nigayao:ˀuh,small bag
